loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
58,EPIC 201257461,EPIC 201257461.01,,FALSE POSITIVE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,1,0,50.27762000,0.00785000,-0.00785000,0,2456828.373500,0.039700,-0.039700,0,6.190000,0.520000,-0.520000,0,,,,,209.520,99.230,-99.230,0,10.96,0.82,-0.93,0,11.511,,0,9.368,0.023,0
59,EPIC 201257461,EPIC 201257461.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,50.28586900,,,0,2456828.355000,,,0,,,,,0.05345,,,0,3.470,,,0,0.74,,,0,11.511,,0,9.368,0.023,0
60,EPIC 201258341,EPIC 201258341.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,10.50439000,0.00059000,-0.00061000,0,2456818.918500,0.002600,-0.002600,0,21.400000,7.700000,-2.800000,0,0.01830,0.00160,-0.00450,0,1.750,0.150,-0.430,0,0.88,0.02,-0.02,0,9.769,,0,8.166,,-1
61,EPIC 201259803,EPIC 201259803.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,1.68420800,0.00002400,-0.00002400,0,2456810.892930,0.000690,-0.000670,0,10.580000,0.820000,-0.500000,0,0.11730,0.00340,-0.00350,0,5.510,0.670,-0.900,0,0.43,0.05,-0.07,0,16.033,,0,12.941,0.030,0
62,EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,0.21220130,0.00000230,-0.00000180,0,2456810.489800,0.000480,-0.000490,0,2.440000,0.780000,-0.300000,0,0.02530,0.00180,-0.00600,0,0.519,0.046,-0.123,0,0.19,0.01,0.00,0,13.879,,0,10.357,0.021,0
63,EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,0.21219899,,,0,2456810.278000,,,0,,,,,0.02488,,,0,1.050,,,0,0.37,,,0,13.879,,0,10.357,0.021,0
64,EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,1,0,0.21219400,0.00002600,-0.00002600,0,2456812.400150,0.000640,-0.000630,0,3.600000,0.900000,-0.800000,0,0.02710,0.00400,-0.00200,0,0.770,0.180,-0.180,0,0.26,0.05,-0.05,0,13.879,,0,10.357,0.021,0
65,EPIC 201270176,EPIC 201270176.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,1.57771549,,,0,2456818.326995,,,0,,,,,,,,,,,,,,,,,12.452,,0,10.401,0.023,0
66,EPIC 201270176,EPIC 201270176.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,1.57786430,,,0,2456810.434000,,,0,,,,,0.11500,,,0,7.550,,,0,0.73,,,0,12.452,,0,10.401,0.023,0
67,EPIC 201270464,EPIC 201270464.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,1.57771549,,,0,2456818.327691,,,0,,,,,,,,,,,,,,,,,9.392,,0,8.438,0.023,0
68,EPIC 201274010,EPIC 201274010.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CANDIDATE,,10,1,13.01130000,0.00520000,-0.00422000,0,2457589.515000,0.008600,-0.012300,0,26.700000,5.800000,-6.300000,0,0.02550,0.00250,-0.00240,0,2.430,0.250,-0.240,0,,,,,13.902,,0,12.194,0.027,0
69,EPIC 201291843,EPIC 201291843.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,40.70206194,,,0,2456823.294921,,,0,,,,,,,,,,,,,,,,,13.679,,0,10.591,0.025,0
70,EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,5.65621000,0.00026000,-0.00027000,0,2456811.722100,0.001900,-0.001900,0,9.100000,2.400000,-1.100000,0,0.01775,0.00066,-0.00165,0,3.130,0.130,-0.300,0,1.62,0.03,-0.03,0,12.126,,0,10.693,0.024,0
71,EPIC 201295312,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,0,5.65630400,0.00036600,-0.00032300,0,2456811.720110,0.002565,-0.002557,0,9.377576,0.921681,-2.266163,0,0.01726,0.00070,-0.00054,0,2.939,0.496,-0.377,0,1.56,0.26,-0.19,0,12.126,,0,10.693,0.024,0
72,EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,5.65706000,0.00079000,-0.00079000,0,2456811.718700,0.008200,-0.008200,0,12.940000,4.070000,-4.070000,0,,,,,2.160,0.570,-0.570,0,1.09,0.20,-0.11,0,12.126,,0,10.693,0.024,0
73,EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,5.65625600,,,0,2456811.720000,,,0,,,,,0.01714,,,0,2.080,,,0,1.03,,,0,12.126,,0,10.693,0.024,0
74,EPIC 201295312,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,5.65688000,0.00059000,-0.00059000,0,2456811.717600,0.004400,-0.004400,0,,,,,0.01560,0.00120,-0.00120,0,2.720,0.320,-0.320,0,1.58,0.15,-0.15,0,12.126,,0,10.693,0.024,0
75,EPIC 201299088,EPIC 201299088.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,1,21.20473900,0.00534800,-0.00552300,0,2457600.342910,0.008145,-0.007958,0,7.257597,0.895991,-0.662070,0,0.04741,0.00197,-0.00184,0,9.110,1.164,-0.951,0,1.76,0.21,-0.17,0,11.751,,0,9.800,0.021,0
76,EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,2.51938600,0.00001400,-0.00001400,0,2456812.512110,0.000250,-0.000250,0,5.220000,0.430000,-0.550000,0,0.08900,0.02200,-0.03900,0,19.600,5.100,-8.700,0,2.03,0.18,-0.07,0,12.146,,0,10.890,0.026,0
77,EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,0,2.51881781,,,0,2456820.075966,,,0,,,,,,,,,,,,,,,,,12.146,,0,10.890,0.026,0
78,EPIC 201324549,EPIC 201324549.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,1,0,2.51933400,0.00003500,-0.00003500,0,2456809.993530,0.000690,-0.000690,0,,,,,0.02410,0.00300,-0.00300,0,3.910,0.850,-0.850,0,1.45,0.25,-0.25,0,12.146,,0,10.890,0.026,0
79,EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,2.51940780,,,0,2456812.512000,,,0,,,,,0.04461,,,0,7.990,,,0,1.72,,,0,12.146,,0,10.890,0.026,0
80,EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,10.93406000,0.00205000,-0.00205000,0,2456814.594700,0.008000,-0.008000,0,32.270000,0.710000,-0.710000,0,,,,,1.920,0.200,-0.200,0,0.52,0.01,-0.01,0,14.364,,0,11.595,0.023,0
81,EPIC 201338508,EPIC 201338508.02,K2-5 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,5.73649000,0.00033000,-0.00034000,0,2456814.591900,0.002500,-0.002500,0,5.420000,0.570000,-0.740000,0,0.07300,0.02100,-0.03900,0,4.200,1.300,-2.300,0,0.53,0.04,-0.05,0,14.364,,0,11.595,0.023,0
82,EPIC 201338508,EPIC 201338508.01,K2-5 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,10.93459000,0.00088000,-0.00105000,0,2456814.592300,0.003900,-0.003400,0,27.800000,10.300000,-4.300000,0,0.03480,0.00310,-0.00790,0,2.020,0.240,-0.490,0,0.53,0.04,-0.05,0,14.364,,0,11.595,0.023,0
83,EPIC 201338508,EPIC 201338508.02,K2-5 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,0,5.73484620,,,0,2456814.601000,,,0,,,,,0.03962,,,0,2.400,,,0,0.62,,,0,14.364,,0,11.595,0.023,0
84,EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,5.73597000,0.00068000,-0.00068000,0,2456808.860200,0.005300,-0.005300,0,,,,,0.02970,0.00220,-0.00220,0,1.500,0.170,-0.170,0,0.46,0.04,-0.04,0,14.364,,0,11.595,0.023,0
85,EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,10.93240000,0.00140000,-0.00140000,0,2456814.601200,0.005500,-0.005500,0,,,,,0.03240,0.00290,-0.00290,0,1.640,0.200,-0.200,0,0.46,0.04,-0.04,0,14.364,,0,11.595,0.023,0
86,EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,5.73491000,0.00061000,-0.00061000,0,2456808.864000,0.006300,-0.006300,0,20.990000,0.460000,-0.460000,0,,,,,1.920,0.230,-0.230,0,0.52,0.01,-0.01,0,14.364,,0,11.595,0.023,0
87,EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,1.72925770,0.00000490,-0.00000500,0,2456811.255510,0.000130,-0.000130,0,7.670000,0.350000,-0.500000,0,0.14310,0.00500,-0.00440,0,11.400,3.900,-1.200,0,0.73,0.25,-0.08,0,15.319,,0,12.756,0.033,0
88,EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,1.72925910,,,0,2456811.255000,,,0,,,,,0.13880,,,0,11.000,,,0,0.66,,,0,15.319,,0,12.756,0.033,0
89,EPIC 201345483,EPIC 201345483.01,K2-45 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,1.72926840,0.00000690,-0.00000690,0,2456809.526040,0.000180,-0.000180,0,,,,,0.13760,0.00190,-0.00190,0,6.710,0.000,0.000,0,0.45,0.07,-0.07,0,15.319,,0,12.756,0.033,0
90,EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,1,0,1.72926000,0.00001000,-0.00001000,0,2456809.526000,0.000000,0.000000,0,8.070000,,,0,0.14000,0.00300,-0.00200,0,10.440,0.900,-0.700,0,,,,,15.319,,0,12.756,0.033,0
91,EPIC 201352100,EPIC 201352100.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CANDIDATE,,10,1,13.38382000,0.00116000,-0.00114000,0,2457594.789500,0.003200,-0.003300,0,33.900000,2.800000,-7.000000,0,0.03260,0.00200,-0.00110,0,2.700,0.170,-0.100,0,,,,,12.798,,0,10.708,0.021,0
92,EPIC 201352100,EPIC 201352100.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,0,13.38362900,0.00076000,-0.00072700,0,2457594.792040,0.001985,-0.002149,0,34.933150,3.951607,-8.962793,0,0.03231,0.00186,-0.00145,0,2.873,0.191,-0.143,0,0.82,0.03,-0.02,0,12.798,,0,10.708,0.021,0
93,EPIC 201357643,EPIC 201357643.01,K2-245 b,CONFIRMED,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,11.89307000,0.00065000,-0.00063000,0,2457587.552400,0.001800,-0.001800,0,17.500000,1.200000,-3.100000,0,0.03170,0.00130,-0.00060,0,4.340,0.190,-0.140,0,,,,,11.998,,0,11.158,0.023,0
94,EPIC 201357835,EPIC 201357835.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,10,1,11.89510000,0.00140000,-0.00170000,0,2457611.337100,0.002000,-0.002100,0,15.600000,1.600000,-1.900000,0,0.03044,0.00100,-0.00079,0,,,,,0.68,0.07,-0.06,0,12.281,,0,11.271,0.030,0
95,EPIC 201359834,EPIC 201359834.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,40.14010000,0.00120000,-0.00120000,0,2456838.652810,0.000820,-0.000820,0,74.500000,3.200000,-4.700000,0,0.26600,0.08100,-0.12800,0,20.800,7.400,-10.000,0,0.72,0.13,-0.03,0,15.655,,0,12.567,0.030,0
96,EPIC 201366540,EPIC 201366540.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,7.44330000,0.00110000,-0.00120000,0,2456810.646800,0.005700,-0.005600,0,28.000000,17.000000,-12.000000,0,0.03460,0.00540,-0.02950,0,2.730,0.470,-2.330,0,0.72,0.05,-0.04,0,14.970,,0,12.165,0.024,0
97,EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,1,0,10.05176778,,,0,2456823.477669,,,0,,,,,,,,,,,,,,,,,11.574,,0,8.561,0.023,0
98,EPIC 201367065,EPIC 201367065.03,K2-3 d,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,44.56090000,0.00520000,-0.00520000,0,2456826.228500,0.003400,-0.003400,0,,,,,0.02350,0.00150,-0.00150,0,0.960,0.140,-0.140,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
99,EPIC 201367065,EPIC 201367065.02,K2-3 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,24.64350000,0.00120000,-0.00120000,0,2456812.281100,0.002400,-0.002400,0,,,,,0.02880,0.00160,-0.00160,0,1.180,0.170,-0.170,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
100,EPIC 201367065,EPIC 201367065.01,K2-3 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,10.05443000,0.00026000,-0.00026000,0,2456813.417800,0.001200,-0.001200,0,,,,,0.03510,0.00150,-0.00150,0,1.440,0.200,-0.200,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
101,EPIC 201367065,EPIC 201367065.03,K2-3 d,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,44.56115000,,,0,2456826.227000,,,0,,,,,0.02497,,,0,1.700,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
102,EPIC 201367065,EPIC 201367065.02,K2-3 c,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,24.64501300,,,0,2456812.280000,,,0,,,,,0.02858,,,0,1.900,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
103,EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,10.05437400,,,0,2456813.418000,,,0,,,,,0.03496,,,0,2.400,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
104,EPIC 201367065,EPIC 201367065.02,K2-3 c,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,24.64745000,0.00152000,-0.00152000,0,2456812.275900,0.003000,-0.003000,0,55.850000,1.360000,-1.360000,0,,,,,1.560,0.100,-0.100,0,0.52,0.02,-0.02,0,11.574,,0,8.561,0.023,0
105,EPIC 201367065,EPIC 201367065.01,K2-3 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,10.05448000,0.00033000,-0.00033000,0,2456813.417700,0.001500,-0.001500,0,30.720000,0.750000,-0.750000,0,,,,,1.980,0.100,-0.100,0,0.52,0.02,-0.02,0,11.574,,0,8.561,0.023,0
106,EPIC 201367065,EPIC 201367065.03,K2-3 d,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,44.55740000,0.00230000,-0.00230000,0,2456826.228600,0.001600,-0.001600,0,61.000000,21.000000,-16.000000,0,0.02730,0.00290,-0.00480,0,1.110,0.210,-0.230,0,0.37,0.06,-0.04,0,11.574,,0,8.561,0.023,0
107,EPIC 201367065,EPIC 201367065.02,K2-3 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,24.64671000,0.00054000,-0.00053000,0,2456812.276120,0.000990,-0.000990,0,39.000000,15.000000,-15.000000,0,0.02910,0.00270,-0.00270,0,1.180,0.210,-0.180,0,0.37,0.06,-0.04,0,11.574,,0,8.561,0.023,0
108,EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,10.05467000,0.00011000,-0.00011000,0,2456813.416390,0.000430,-0.000430,0,27.300000,6.600000,-2.900000,0,0.03580,0.00120,-0.00310,0,1.450,0.230,-0.210,0,0.37,0.06,-0.04,0,11.574,,0,8.561,0.023,0
109,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,30.94191000,0.00467000,-0.00467000,0,2456827.501400,0.009000,-0.009000,0,50.270000,24.560000,-24.560000,0,,,,,2.500,0.880,-0.880,0,0.96,0.14,-0.09,0,12.510,,0,11.069,0.020,0
110,EPIC 201384232,EPIC 201384232.01,K2-6 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,30.94030000,0.00230000,-0.00270000,0,2456827.501400,0.003900,-0.003200,0,40.600000,13.300000,-5.200000,0,0.02590,0.00130,-0.00300,0,2.440,0.120,-0.280,0,0.86,0.01,-0.01,0,12.510,,0,11.069,0.020,0
111,EPIC 201384232,EPIC 201384232.01,K2-6 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,30.94464800,,,0,2456827.497000,,,0,,,,,0.02632,,,0,3.060,,,0,0.96,,,0,12.510,,0,11.069,0.020,0
112,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,0,30.94459300,0.00304600,-0.00318300,0,2456827.497230,0.004413,-0.004345,0,41.559757,4.100026,-9.910001,0,0.02456,0.00149,-0.00094,0,2.312,0.167,-0.119,0,0.86,0.03,-0.03,0,12.510,,0,11.069,0.020,0
113,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,30.93490000,0.00630000,-0.00630000,0,2456827.513000,0.011000,-0.011000,0,,,,,0.02200,0.01300,-0.01300,0,2.500,1.400,-1.400,0,1.01,0.08,-0.08,0,12.510,,0,11.069,0.020,0
114,EPIC 201386739,EPIC 201386739.01,K2-246 b,CONFIRMED,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,5.76918000,0.00081000,-0.00082000,0,2457583.676100,0.006400,-0.006200,0,11.100000,1.100000,-2.300000,0,0.03410,0.00210,-0.00170,0,3.490,0.250,-0.210,0,,,,,14.423,,0,12.788,0.030,0
115,EPIC 201390048,EPIC 201390048.01,K2-162 b,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,9.45889000,0.00104000,-0.00107000,0,2457583.907600,0.004700,-0.004200,0,23.600000,2.400000,-5.000000,0,0.01900,0.00140,-0.00090,0,1.440,0.110,-0.070,0,,,,,11.961,,0,9.898,0.024,0
116,EPIC 201390048,EPIC 201390048.01,K2-162 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,0,9.45774700,0.00140100,-0.00139200,0,2457583.908870,0.006397,-0.005439,0,22.571341,3.793196,-7.038017,0,0.01878,0.00206,-0.00141,0,1.486,0.168,-0.119,0,0.73,0.02,-0.02,0,11.961,,0,9.898,0.024,0
